Price,Close,High,Low,Open,Volume
Ticker,^OVX,^OVX,^OVX,^OVX,^OVX
Date,,,,,
2007-05-10,27.09000015258789,27.09000015258789,27.09000015258789,27.09000015258789,0
2007-05-11,26.40999984741211,26.40999984741211,26.40999984741211,26.40999984741211,0
2007-05-14,27.229999542236328,27.229999542236328,27.229999542236328,27.229999542236328,0
2007-05-15,27.889999389648438,27.889999389648438,27.889999389648438,27.889999389648438,0
2007-05-16,27.06999969482422,27.06999969482422,27.06999969482422,27.06999969482422,0
2007-05-17,24.860000610351562,24.860000610351562,24.860000610351562,24.860000610351562,0
2007-05-18,24.709999084472656,24.709999084472656,24.709999084472656,24.709999084472656,0
2007-05-21,24.670000076293945,24.670000076293945,24.670000076293945,24.670000076293945,0
2007-05-22,26.030000686645508,26.030000686645508,26.030000686645508,26.030000686645508,0
2007-05-23,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0
2007-05-24,26.6299991607666,26.6299991607666,26.6299991607666,26.6299991607666,0
2007-05-25,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,0
2007-05-29,27.829999923706055,27.829999923706055,27.829999923706055,27.829999923706055,0
2007-05-30,28.610000610351562,28.610000610351562,28.610000610351562,28.610000610351562,0
2007-05-31,28.440000534057617,28.440000534057617,28.440000534057617,28.440000534057617,0
2007-06-01,27.389999389648438,27.389999389648438,27.389999389648438,27.389999389648438,0
2007-06-04,27.360000610351562,27.360000610351562,27.360000610351562,27.360000610351562,0
2007-06-05,26.700000762939453,26.700000762939453,26.700000762939453,26.700000762939453,0
2007-06-06,25.940000534057617,25.940000534057617,25.940000534057617,25.940000534057617,0
2007-06-07,26.110000610351562,26.110000610351562,26.110000610351562,26.110000610351562,0
2007-06-08,26.510000228881836,26.510000228881836,26.510000228881836,26.510000228881836,0
2007-06-11,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,0
2007-06-12,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,0
2007-06-13,26.06999969482422,26.06999969482422,26.06999969482422,26.06999969482422,0
2007-06-14,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0
2007-06-15,26.40999984741211,26.40999984741211,26.40999984741211,26.40999984741211,0
2007-06-18,27.149999618530273,27.149999618530273,27.149999618530273,27.149999618530273,0
2007-06-19,26.719999313354492,26.719999313354492,26.719999313354492,26.719999313354492,0
2007-06-20,27.139999389648438,27.139999389648438,27.139999389648438,27.139999389648438,0
2007-06-21,28.0,28.0,28.0,28.0,0
2007-06-22,28.15999984741211,28.15999984741211,28.15999984741211,28.15999984741211,0
2007-06-25,28.010000228881836,28.010000228881836,28.010000228881836,28.010000228881836,0
2007-06-26,27.790000915527344,27.790000915527344,27.790000915527344,27.790000915527344,0
2007-06-27,28.059999465942383,28.059999465942383,28.059999465942383,28.059999465942383,0
2007-06-28,27.950000762939453,27.950000762939453,27.950000762939453,27.950000762939453,0
2007-06-29,27.440000534057617,27.440000534057617,27.440000534057617,27.440000534057617,0
2007-07-02,27.520000457763672,27.520000457763672,27.520000457763672,27.520000457763672,0
2007-07-03,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,0
2007-07-05,27.329999923706055,27.329999923706055,27.329999923706055,27.329999923706055,0
2007-07-06,27.399999618530273,27.399999618530273,27.399999618530273,27.399999618530273,0
2007-07-09,28.25,28.25,28.25,28.25,0
2007-07-10,27.3700008392334,27.3700008392334,27.3700008392334,27.3700008392334,0
2007-07-11,27.690000534057617,27.690000534057617,27.690000534057617,27.690000534057617,0
2007-07-12,27.350000381469727,27.350000381469727,27.350000381469727,27.350000381469727,0
2007-07-13,27.059999465942383,27.059999465942383,27.059999465942383,27.059999465942383,0
2007-07-16,28.0,28.0,28.0,28.0,0
2007-07-17,27.459999084472656,27.459999084472656,27.459999084472656,27.459999084472656,0
2007-07-18,27.90999984741211,27.90999984741211,27.90999984741211,27.90999984741211,0
2007-07-19,27.399999618530273,27.399999618530273,27.399999618530273,27.399999618530273,0
2007-07-20,26.690000534057617,26.690000534057617,26.690000534057617,26.690000534057617,0
2007-07-23,27.09000015258789,27.09000015258789,27.09000015258789,27.09000015258789,0
2007-07-24,27.420000076293945,27.420000076293945,27.420000076293945,27.420000076293945,0
2007-07-25,26.84000015258789,26.84000015258789,26.84000015258789,26.84000015258789,0
2007-07-26,27.790000915527344,27.790000915527344,27.790000915527344,27.790000915527344,0
2007-07-27,27.25,27.25,27.25,27.25,0
2007-07-30,30.15999984741211,30.15999984741211,30.15999984741211,30.15999984741211,0
2007-07-31,30.690000534057617,30.690000534057617,30.690000534057617,30.690000534057617,0
2007-08-01,29.729999542236328,29.729999542236328,29.729999542236328,29.729999542236328,0
2007-08-02,29.68000030517578,29.68000030517578,29.68000030517578,29.68000030517578,0
2007-08-03,29.31999969482422,29.31999969482422,29.31999969482422,29.31999969482422,0
2007-08-06,32.4900016784668,32.4900016784668,32.4900016784668,32.4900016784668,0
2007-08-07,29.479999542236328,29.479999542236328,29.479999542236328,29.479999542236328,0
2007-08-08,27.06999969482422,27.06999969482422,27.06999969482422,27.06999969482422,0
2007-08-09,29.729999542236328,29.729999542236328,29.729999542236328,29.729999542236328,0
2007-08-10,30.8700008392334,30.8700008392334,30.8700008392334,30.8700008392334,0
2007-08-13,30.81999969482422,30.81999969482422,30.81999969482422,30.81999969482422,0
2007-08-14,30.229999542236328,30.229999542236328,30.229999542236328,30.229999542236328,0
2007-08-15,31.139999389648438,31.139999389648438,31.139999389648438,31.139999389648438,0
2007-08-16,37.02000045776367,37.02000045776367,37.02000045776367,37.02000045776367,0
2007-08-17,35.459999084472656,35.459999084472656,35.459999084472656,35.459999084472656,0
2007-08-20,34.15999984741211,34.15999984741211,34.15999984741211,34.15999984741211,0
2007-08-21,34.33000183105469,34.33000183105469,34.33000183105469,34.33000183105469,0
2007-08-22,31.93000030517578,31.93000030517578,31.93000030517578,31.93000030517578,0
2007-08-23,29.850000381469727,29.850000381469727,29.850000381469727,29.850000381469727,0
2007-08-24,28.670000076293945,28.670000076293945,28.670000076293945,28.670000076293945,0
2007-08-27,28.979999542236328,28.979999542236328,28.979999542236328,28.979999542236328,0
2007-08-28,28.809999465942383,28.809999465942383,28.809999465942383,28.809999465942383,0
2007-08-29,28.8799991607666,28.8799991607666,28.8799991607666,28.8799991607666,0
2007-08-30,28.989999771118164,28.989999771118164,28.989999771118164,28.989999771118164,0
2007-08-31,28.860000610351562,28.860000610351562,28.860000610351562,28.860000610351562,0
2007-09-04,29.489999771118164,29.489999771118164,29.489999771118164,29.489999771118164,0
2007-09-05,30.290000915527344,30.290000915527344,30.290000915527344,30.290000915527344,0
2007-09-06,31.110000610351562,31.110000610351562,31.110000610351562,31.110000610351562,0
2007-09-07,31.389999389648438,31.389999389648438,31.389999389648438,31.389999389648438,0
2007-09-10,30.81999969482422,30.81999969482422,30.81999969482422,30.81999969482422,0
2007-09-11,31.299999237060547,31.299999237060547,31.299999237060547,31.299999237060547,0
2007-09-12,30.25,30.25,30.25,30.25,0
2007-09-13,30.3700008392334,30.3700008392334,30.3700008392334,30.3700008392334,0
2007-09-14,29.3700008392334,29.3700008392334,29.3700008392334,29.3700008392334,0
2007-09-17,29.719999313354492,29.719999313354492,29.719999313354492,29.719999313354492,0
2007-09-18,29.770000457763672,29.770000457763672,29.770000457763672,29.770000457763672,0
2007-09-19,28.93000030517578,28.93000030517578,28.93000030517578,28.93000030517578,0
2007-09-20,30.56999969482422,30.56999969482422,30.56999969482422,30.56999969482422,0
2007-09-21,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547,0
2007-09-24,29.190000534057617,29.190000534057617,29.190000534057617,29.190000534057617,0
2007-09-25,28.790000915527344,28.790000915527344,28.790000915527344,28.790000915527344,0
2007-09-26,28.399999618530273,28.399999618530273,28.399999618530273,28.399999618530273,0
2007-09-27,27.770000457763672,27.770000457763672,27.770000457763672,27.770000457763672,0
2007-09-28,29.31999969482422,29.31999969482422,29.31999969482422,29.31999969482422,0
2007-10-01,30.530000686645508,30.530000686645508,30.530000686645508,30.530000686645508,0
2007-10-02,30.739999771118164,30.739999771118164,30.739999771118164,30.739999771118164,0
2007-10-03,30.6200008392334,30.6200008392334,30.6200008392334,30.6200008392334,0
2007-10-04,30.1200008392334,30.1200008392334,30.1200008392334,30.1200008392334,0
2007-10-05,29.56999969482422,29.56999969482422,29.56999969482422,29.56999969482422,0
2007-10-08,31.06999969482422,31.06999969482422,31.06999969482422,31.06999969482422,0
2007-10-09,30.59000015258789,30.59000015258789,30.59000015258789,30.59000015258789,0
2007-10-10,30.239999771118164,30.239999771118164,30.239999771118164,30.239999771118164,0
2007-10-11,29.200000762939453,29.200000762939453,29.200000762939453,29.200000762939453,0
2007-10-12,28.610000610351562,28.610000610351562,28.610000610351562,28.610000610351562,0
2007-10-15,28.399999618530273,28.399999618530273,28.399999618530273,28.399999618530273,0
2007-10-16,29.799999237060547,29.799999237060547,29.799999237060547,29.799999237060547,0
2007-10-17,31.65999984741211,31.65999984741211,31.65999984741211,31.65999984741211,0
2007-10-18,32.040000915527344,32.040000915527344,32.040000915527344,32.040000915527344,0
2007-10-19,32.38999938964844,32.38999938964844,32.38999938964844,32.38999938964844,0
2007-10-22,32.27000045776367,32.27000045776367,32.27000045776367,32.27000045776367,0
2007-10-23,32.150001525878906,32.150001525878906,32.150001525878906,32.150001525878906,0
2007-10-24,31.34000015258789,31.34000015258789,31.34000015258789,31.34000015258789,0
2007-10-25,31.110000610351562,31.110000610351562,31.110000610351562,31.110000610351562,0
2007-10-26,32.7400016784668,32.7400016784668,32.7400016784668,32.7400016784668,0
2007-10-29,32.61000061035156,32.61000061035156,32.61000061035156,32.61000061035156,0
